,date,context,title,file,folder,link,notes,datetime,We,I,You,They,He/She,wordcount,I/We,Sum,Covid,referendum_binary,effect_binary
195,19.06.2021,Opening Ceremony,Speech at the Opening Ceremony of NG Phaselis Bay Hotel,PresSpeech196.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128428/ng-phaselis-bay-oteli-acilis-toreni-nde-yaptiklari-konusma,,2021-06-19,48.36193448,18.72074883,5.460218409,4.680187207,0.780031201,1282,0.387096774,78.00312012,1,0,1
201,11.06.2021,Opening Ceremony,Speech at the Opening Ceremony of Kilis Upper Afrin Dam and Drinking Water Pipeline,PresSpeech202.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128251/kilis-yukari-afrin-baraji-ve-icme-suyu-isale-hatti-acilis-toreni-nde-yaptiklari-konusma,,2021-06-11,68.76790831,8.595988539,1.432664756,1.432664756,1.432664756,1396,0.125,81.66189112,1,0,1
203,05.06.2021,Opening Ceremony,"Speech at the Opening Ceremony of June 5, World Environment Day",PresSpeech204.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128190/5-haziran-dunya-cevre-gunu-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-06-05,56.80600214,9.646302251,2.85816363,5.359056806,5.001786352,2799,0.169811321,79.67131118,1,0,1
207,04.06.2021,Opening Ceremony,Speech at the Opening Ceremony of MFA Kocayusuf Mask Factory,PresSpeech208.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128188/mfa-kocayusuf-maske-fabrikasi-acilis-toreni-nde-yaptiklari-konusma,,2021-06-04,44.06609915,17.02553831,3.505257887,4.50676014,2.003004507,1997,0.386363636,71.10665999,1,0,1
208,31.05.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech209.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128082/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-05-31,53.88542258,7.657402155,3.403289847,3.686897334,0.567214974,3526,0.142105263,69.20022689,1,0,1
209,29.05.2021,Opening Ceremony,Speech at the Opening Ceremony of Çamlıca Tower,PresSpeech210.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128054/camlica-kulesi-nin-acilis-toreni-nde-yaptiklari-konusma,,2021-05-29,44.14916417,13.28761252,10.71581655,6.858122589,0.428632662,2333,0.300970874,75.43934848,0,0,1
210,28.05.2021,Opening Ceremony,Speech Delivered at the Opening Ceremony of Taksim Mosque,PresSpeech211.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/128051/taksim-cami-acilis-toreni-nde-yaptiklari-konusma,,2021-05-28,39.48535936,15.97160603,3.105590062,6.654835847,1.330967169,2254,0.404494382,66.54835847,0,0,1
214,21.05.2021,Opening Ceremony,Speech at the Opening Ceremony of Northern Marmara Highway Habipler Junction and Hasdal Junction,PresSpeech215.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/127951/-kuzey-marmara-otoyolu-habipler-kavsagi-ve-hasdal-kavsagi-acilis-toreni-nde-yaptiklari-konusma,,2021-05-21,56.78906917,8.112724167,4.269854825,9.393680615,0.0,2342,0.142857143,78.56532878,1,0,1
218,17.05.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech219.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/127915/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-05-17,39.21568627,7.780890134,3.423591659,9.181450358,1.711795829,6426,0.198412698,61.31341425,1,0,1
219,29.04.2021,Opening Ceremony,Speech at the Opening Ceremony and Product Launch of the Energetic Materials Production Facility,PresSpeech220.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/127754/enerjetik-malzemeler-uretim-tesisi-acilis-toreni-ve-urun-lansmaninda-yaptiklari-konusm,,2021-04-29,42.4011434,7.146260124,1.905669366,1.429252025,0.476417342,2099,0.168539326,53.35874226,1,0,1
220,26.04.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech221.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/127733/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-04-26,38.57715431,7.014028056,2.171008684,11.69004676,0.501002004,5988,0.181818182,59.95323981,1,0,1
224,17.04.2021,Opening Ceremony,Speech at the Hasankeyf-2 Bridge Opening Ceremony,PresSpeech225.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/127624/hasankeyf-2-koprusu-acilis-toreni-nde-yaptiklari-konusma-,,2021-04-17,67.48071979,10.28277635,3.213367609,14.781491,1.928020566,1556,0.152380952,97.68637532,1,0,1
225,13.04.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech226.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/126588/kabine-toplantisi-nin-ardindan-yaptiklari-konusma-,,2021-04-13,55.72005384,5.652759085,0.807537012,7.267833109,1.34589502,3715,0.101449275,70.79407806,1,0,1
226,09.04.2021,Opening Ceremony,Speech at the Opening Ceremony of Beykoz Glass and Crystal Museum,PresSpeech227.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/126533/beykoz-cam-ve-billur-muzesi-acilis-toreni-nde-yaptiklari-konusma-,,2021-04-09,48.39910648,7.446016381,8.190618019,4.467609829,0.0,1343,0.153846154,68.50335071,0,0,1
231,29.03.2021,Opening Ceremony,Speech at the 1st Water Council and the Collective Opening Ceremony of 363 Facilities,PresSpeech232.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/126414/1-su-s-rasi-ve-363-tesisin-toplu-acilis-toreni-nde-yaptiklari-konusma-,,2021-03-29,50.34213099,13.19648094,2.443792766,2.443792766,0.0,2046,0.262135922,68.42619746,1,0,1
232,29.03.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech233.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/126410/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-03-29,57.94556629,4.097161253,1.170617501,7.609013755,0.292654375,3417,0.070707071,71.11501317,1,0,1
235,15.03.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech236.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125269/kabine-toplantisi-nin-ardindan-yaptiklari-konusma-,,2021-03-15,61.1521418,3.249630724,1.477104874,4.726735598,0.59084195,3385,0.053140097,71.19645495,1,0,1
238,10.03.2021,Opening Ceremony,Speech Delivered at the Opening Ceremony of the 100th Anniversary of the National Anthem Exhibition,PresSpeech239.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125206/100-yilinda-istiklal-marsi-sergisi-acilis-toreni-nde-yaptiklari-konusma,,2021-03-10,41.6933932,13.47017319,3.207184092,6.414368185,15.39448364,1559,0.323076923,80.17960231,1,0,1
240,04.03.2021,Opening Ceremony,Speech at the Opening Ceremony of the 14th Summit of the Organization of Economic Cooperation,PresSpeech241.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125129/ekonomik-isbirligi-teskilati-14-uncu-zirvesi-acis-toreni-nde-yaptiklari-konusma,,2021-03-04,43.61370717,15.57632399,6.230529595,3.894080997,0.778816199,1284,0.357142857,70.09345794,1,0,1
242,01.03.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech243.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125093/kabine-toplantisi-nin-ardindan-yaptiklari-konusma-,,2021-03-01,40.8777969,3.657487091,0.645438898,7.960413081,0.0,4648,0.089473684,53.14113597,1,0,1
243,27.02.2021,Opening Ceremony,Kizilcahamam – Speech at the Cerkes Tunnel Opening Ceremony,PresSpeech244.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125077/kizilcahamam-cerkes-tuneli-acilis-toreni-nde-yaptiklari-konusma,,2021-02-27,67.88511749,5.874673629,5.221932115,7.180156658,0.0,1532,0.086538462,86.1618799,0,0,1
244,26.02.2021,Opening Ceremony,Atlas 1948 - Speech at the Opening Ceremony of the Istanbul Cinema Museum,PresSpeech245.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125072/atlas-1948-istanbul-sinema-muzesi-acilis-toreni-nde-yaptiklari-konusma,,2021-02-26,43.04828389,14.54333915,1.745200698,1.163467132,2.90866783,1719,0.337837838,63.4089587,1,0,1
245,23.02.2021,Opening Ceremony,Speech at the Opening Ceremony of Ankara Governorship Education Facilities,PresSpeech246.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125046/ankara-valiligi-egitim-tesisleri-toplu-acilis-toreni-nde-yaptiklari-konusma-,,2021-02-23,59.21490353,9.314703925,4.657351963,9.98003992,2.994011976,3006,0.157303371,86.16101131,1,0,1
247,22.02.2021,Opening Ceremony,Speech at the Groundbreaking and Göztepe Stadium Opening Ceremony of İzmir Earthquake Residences,PresSpeech248.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/125023/izmir-deprem-konutlari-temel-atma-ve-goztepe-stadi-acilis-toreni-nde-yaptiklari-konusma-,,2021-02-22,58.16894284,12.64542236,2.529084471,5.563985837,0.0,1977,0.217391304,78.90743551,0,0,1
248,19.02.2021,Opening Ceremony,Speech at Adana Stadium Opening Ceremony,PresSpeech249.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124983/adana-stadyumu-acilis-toreni-nde-yaptiklari-konusma,,2021-02-19,53.13700384,13.44430218,0.640204866,11.52368758,2.560819462,1562,0.253012048,81.30601793,0,0,1
250,17.02.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech251.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124956/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-02-17,51.86946185,6.051437216,3.890209639,7.348173763,2.161227577,4627,0.116666667,71.32051005,1,0,1
251,16.02.2021,Opening Ceremony,Speech at the Opening Ceremony of “Our Year of Yunus”,PresSpeech252.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124929/-bizim-yunus-yili-acilis-toreni-nde-yaptigi-konusma,,2021-02-16,34.74320242,14.72809668,1.510574018,3.776435045,11.32930514,2648,0.423913043,66.08761329,0,0,1
254,05.02.2021,Opening Ceremony,Speech at the Tohma Bridge Opening Ceremony,PresSpeech255.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124825/tohma-koprusu-acilis-toreni-nde-yaptiklari-konusma,,2021-02-05,52.21518987,12.65822785,3.164556962,8.702531646,0.0,1264,0.242424242,76.74050633,1,0,1
257,01.02.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech258.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124777/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-02-01,50.81796032,5.221023321,1.044204664,3.306648103,0.0,5746,0.102739726,60.38983641,1,0,1
261,25.01.2021,Opening Ceremony,Speech at the Opening Ceremony of Silk Road International Center for Child and Youth Studies,PresSpeech262.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124688/ipek-yolu-uluslararasi-cocuk-ve-genclik-calismalari-merkezi-nin-acilis-toreni-nde-yaptiklari-konusma,,2021-01-25,47.19764012,35.39823009,2.949852507,11.79941003,2.949852507,339,0.75,100.2949853,0,0,1
262,25.01.2021,Public Address,Public Addresses in Elazig,PresSpeech263.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124686/elazig-da-halka-hitaplari,,2021-01-25,52.69607843,24.50980392,15.93137255,17.15686275,2.450980392,816,0.465116279,112.745098,0,0,1
264,23.01.2021,Opening Ceremony,"Diyarbakir – Silvan Dam Body Filling Work Completion, Ergani Dam, Başlar Dam and Ergani Drinking Water Treatment Plant Opening Ceremony Speech",PresSpeech265.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/124673/diyarbakir-silvan-baraji-govde-dolgu-calismasi-tamamlanmasi-ergani-baraji-baslar-baraji-ve-ergani-icme-suyu-aritma-tesisi-acilis-toreni-nde-yaptiklari-konusma,,2021-01-23,51.71530978,7.168458781,1.02406554,0.51203277,0.0,1953,0.138613861,60.41986687,1,0,1
265,22.01.2021,Opening Ceremony,Speech at the Opening Ceremony of OECD Istanbul Center,PresSpeech266.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123650/oecd-istanbul-merkezi-nin-acilis-toreni-nde-yaptiklari-konusma,,2021-01-22,14.13427562,26.50176678,7.067137809,1.766784452,8.833922261,566,1.875,58.30388693,1,0,1
268,16.01.2021,Opening Ceremony,Speech at the Mass Opening Ceremony of Manisa Energy and Natural Resources Projects,PresSpeech269.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123595/manisa-enerji-ve-tabii-kaynaklar-projeleri-toplu-acilis-toreni-nde-yaptiklari-konusma,,2021-01-16,55.89307412,10.32806804,2.430133657,6.682867558,0.607533414,1646,0.184782609,75.94167679,1,0,1
270,15.01.2021,Opening Ceremony,Speech at the Post-Restoration Opening Ceremony of the Painting and Sculpture Museum of the National Palaces Administration,PresSpeech271.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123580/milli-saraylar-idaresi-baskanligi-resim-heykel-muzesi-restorasyon-sonrasi-acilis-toreni-nde-yaptiklari-konusma,,2021-01-15,52.08929594,11.44819691,3.434459073,10.87578706,0.0,1747,0.21978022,77.84773898,0,0,1
273,12.01.2021,Opening Ceremony,Speech at the Opening Ceremony of Ankara Traditional Sports Facility,PresSpeech274.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123548/ankara-geleneksel-sporlar-tesisi-acilis-toreni-nde-yaptiklari-konusma-,,2021-01-12,36.62691652,17.03577513,3.407155026,11.07325383,4.258943782,1174,0.465116279,72.40204429,1,0,1
274,11.01.2021,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech275.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123534/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2021-01-11,49.92657856,2.643171806,1.174743025,11.74743025,0.587371512,3405,0.052941176,66.07929515,1,0,1
275,09.01.2021,Opening Ceremony,Their Speech at the Opening Ceremony of Diyarbakir-Ergani-Elazig Road Devegeçidi Bridge and Connection Roads,PresSpeech276.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123511/diyarbakir-ergani-elazig-yolu-devegecidi-koprusu-ve-baglanti-yollari-acilis-toreni-nde-yaptiklari-konusma,,2021-01-09,53.49182764,5.943536404,2.228826152,5.943536404,2.971768202,1346,0.111111111,70.5794948,1,0,1
277,02.01.2021,Opening Ceremony,Speech at the Kömürhan Bridge and Tunnels Opening Ceremony,PresSpeech278.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123453/komurhan-koprusu-ve-tunelleri-acilis-toreni-nde-yaptiklari-konusma-,,2021-01-02,56.10753945,9.935710111,6.428988895,5.844535359,1.753360608,1711,0.177083333,80.07013442,1,0,1
279,28.12.2020,Opening Ceremony,Speech at the Opening Ceremony of the Ankara State Painting and Sculpture Museum after the Restoration,PresSpeech280.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123405/ankara-devlet-resim-ve-heykel-muzesi-nin-restorasyonu-sonrasi-acilis-toreni-nde-yaptiklari-konusma-,,2020-12-28,51.16866709,12.00252685,1.895135818,6.948831333,1.895135818,1583,0.234567901,73.9102969,1,0,1
280,28.12.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech281.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123404/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2020-12-28,50.893796,5.047318612,3.785488959,8.412197687,2.103049422,4755,0.099173554,70.24185068,1,0,1
281,26.12.2020,Opening Ceremony,Speech at the Opening Ceremony of Eti Maden Lithium Production Facility,PresSpeech282.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123387/eti-maden-lityum-uretim-tesisi-acilis-toreni-nde-yaptiklari-konusma,,2020-12-26,54.18994413,11.17318436,1.117318436,4.469273743,0.558659218,1790,0.206185567,71.50837989,1,0,1
282,26.12.2020,Opening Ceremony,Speech at the Ankara Gölbaşı City Crossing Opening Ceremony,PresSpeech283.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123386/ankara-golbasi-sehir-gecisi-acilis-toreni-nde-yaptiklari-konusma,,2020-12-26,55.09908168,5.799903335,4.349927501,13.0497825,0.0,2069,0.105263158,78.29869502,1,0,1
284,24.12.2020,Opening Ceremony,"Speech at the Opening Ceremony of Tunceli Museum, Konya Akşehir Stone Works Museum and Bursa Turkish-Islamic Museum After Restoration",PresSpeech285.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123371/tunceli-muzesi-konya-aksehir-tas-eserler-muzesi-ve-bursa-turk-islam-muzesi-restorasyonu-sonrasi-acilis-toreninde-yaptiklari-konusma-,,2020-12-24,56.50224215,21.52466368,2.69058296,0.896860987,0.896860987,1115,0.380952381,82.51121076,0,0,1
286,19.12.2020,Opening Ceremony,Speech at the 6th Section Opening Ceremony of the Northern Marmara Motorway,PresSpeech287.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123289/kuzey-marmara-otoyolu-6-kesim-acilis-toreni-nde-yaptiklari-konusma,,2020-12-19,54.19489317,14.06982804,1.563314226,6.253256905,0.0,1919,0.259615385,76.08129234,1,0,1
287,18.12.2020,Opening Ceremony,Speech Delivered at the Opening Ceremony of Kağıthane Square,PresSpeech288.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123281/k-githane-meydani-acilis-toreni-nde-yaptiklari-konusma-,,2020-12-18,62.16216216,11.71171171,4.504504505,21.62162162,2.702702703,1110,0.188405797,102.7027027,1,0,1
288,16.12.2020,Opening Ceremony,Speech Delivered at the Opening Ceremony of the 2nd Section of the Ankara-Niğde Highway,PresSpeech289.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123285/ankara-nigde-otoyolu-2-kesim-acilis-toreni-nde-yaptiklari-konusma,,2020-12-16,55.74912892,10.95072175,4.479840717,4.479840717,0.49776008,2009,0.196428571,76.15729219,1,0,1
289,14.12.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech290.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123199/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2020-12-14,52.09155485,6.906077348,1.578531965,5.327545383,0.591949487,5068,0.132575758,66.49565904,1,0,1
290,12.12.2020,Opening Ceremony,Speech at the Manisa-Akhisar Ring Road Opening Ceremony,PresSpeech291.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123178/manisa-akhisar-cevre-yolu-acilis-toreni-nde-yaptiklari-konusma,,2020-12-12,45.74132492,6.309148265,4.206098843,7.886435331,2.103049422,1902,0.137931034,66.24605678,1,0,1
291,12.12.2020,Opening Ceremony,Speech at the Opening Ceremony of Gaziantep Düzbağ Potable Water Pipeline and Doğanpınar Dam,PresSpeech292.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123177/gaziantep-duzbag-icme-suyu-isale-hatti-ve-doganpinar-baraji-acilis-toreni-nde-yaptiklari-konusma-,,2020-12-12,46.72897196,7.476635514,2.803738318,2.803738318,0.46728972,2140,0.16,60.28037383,1,0,1
293,05.12.2020,Opening Ceremony,Speech at the Opening Ceremony of Sarıkamış-Karakurt-Horasan Road,PresSpeech294.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123055/sarikamis-karakurt-horasan-yolu-acilis-toreni-nde-yaptiklari-konusma,,2020-12-05,57.97819623,13.37958375,0.991080278,7.92864222,4.955401388,2018,0.230769231,85.23290387,1,0,1
294,05.12.2020,Opening Ceremony,The Delivery of the First National Helicopter Engine TEI-TS1400 and their Speech at the Design Center Opening Ceremony,PresSpeech295.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123056/ilk-milli-helikopter-motoru-tei-ts1400-un-teslimi-ve-tasarim-merkezi-acilis-toreni-nde-yaptiklari-konusma,,2020-12-05,47.76902887,4.199475066,2.624671916,4.199475066,1.57480315,1905,0.087912088,60.36745407,0,0,1
295,03.12.2020,Opening Ceremony,Speech at the Presidential Symphony Orchestra Concert Hall Opening Ceremony,PresSpeech296.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/123038/cumhurbaskanligi-senfoni-orkestrasi-konser-salonu-acilis-toreni-nde-yaptiklari-konusma,,2020-12-03,46.701974,12.51805489,2.407318247,5.296100144,3.370245546,2077,0.268041237,70.29369283,1,0,1
298,30.11.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech299.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122994/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2020-11-30,39.68438153,7.194244604,4.641448132,15.08470643,1.160362033,4309,0.18128655,67.76514272,1,0,1
307,17.11.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech308.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122861/kabine-toplantisi-nin-ardindan-yaptiklari-konusma,,2020-11-17,47.32142857,5.952380952,1.19047619,1.785714286,1.19047619,3360,0.125786164,57.44047619,1,0,1
308,15.11.2020,Opening Ceremony,Speech Delivered at the Opening Ceremony of Nicosia Emergency Hospital,PresSpeech309.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122846/lefkosa-acil-durum-hastanesi-acilis-toreni-nde-yaptiklari-konusma,,2020-11-15,49.01036758,16.02262017,3.770028275,2.827521206,0.942507069,1061,0.326923077,72.5730443,1,0,1
310,13.11.2020,Opening Ceremony,Speech at the Opening Ceremony of Tekirdağ City Hospital,PresSpeech311.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122841/tekirdag-sehir-hastanesi-nin-acilis-toreni-nde-yaptiklari-konusma,,2020-11-13,53.78973105,9.430667132,4.540691582,11.17708697,5.588543486,2863,0.175324675,84.52672022,1,0,1
314,10.11.2020,Ataturk Commemoration,Ghazi Mustafa Kemal Atatürk's Speech at the Commemoration Ceremony on the 82nd Anniversary of the Death of Eternity,PresSpeech315.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122737/gazi-mustafa-kemal-ataturk-un-ebediyete-irtihalinin-82-yil-donumu-munasebetiyle-anma-toreni-nde-yaptiklari-konusma,,2020-11-10,54.24020663,7.748600947,4.304778304,4.304778304,2.152389152,2323,0.142857143,72.75075334,1,0,1
316,08.11.2020,Opening Ceremony,Speech Delivered at the Kocaeli Collective Opening Ceremony,PresSpeech317.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122716/kocaeli-toplu-acilis-toreni-nde-yaptiklari-konusma,,2020-11-08,53.66922234,13.14348302,2.190580504,5.47645126,1.095290252,1826,0.244897959,75.57502738,1,0,1
317,07.11.2020,Opening Ceremony,Speech at the Kahramanmaraş-Göksun Road Opening Ceremony,PresSpeech318.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122715/kahramanmaras-goksun-yolu-acilis-toreni-nde-yaptiklari-konusma,,2020-11-07,56.98184095,11.89730745,6.261740764,3.757044458,0.0,1597,0.208791209,78.89793363,0,0,1
318,03.11.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech319.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122672/kabine-toplantisinin-ardindan-yaptiklari-konusma,,2020-11-03,37.95877325,5.781799899,3.519356461,7.792860734,0.502765209,3978,0.152317881,55.55555556,1,0,1
322,29.10.2020,Opening Ceremony,Speech at the Opening Ceremony of the National Struggle Exhibition,PresSpeech323.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122594/milli-mucadele-sergisi-acilis-toreni-nde-yaptiklari-konusma-,,2020-10-29,53.7995965,18.82985878,5.37995965,6.052454607,1.344989913,1487,0.35,85.40685945,0,0,1
324,25.10.2020,Opening Ceremony,Speech at the Malatya Mass Opening Ceremony,PresSpeech325.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122498/malatya-toplu-acilis-toreni-nde-yaptiklari-konusma,,2020-10-25,70.67371202,13.21003963,1.321003963,3.963011889,0.0,1514,0.186915888,89.1677675,1,0,1
326,20.10.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech327.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122440/kabine-toplantisinin-ardindan-yaptiklari-konusma,,2020-10-20,48.01851316,6.653167486,1.446340758,10.99218976,0.289268152,3457,0.138554217,67.39947932,1,0,1
327,19.10.2020,Opening Ceremony,Speech at the Opening Ceremony of Ibn Haldun University Complex,PresSpeech328.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122420/ibn-haldun-universitesi-kulliyesi-nin-acilis-toreni-nde-yaptiklari-konusma,,2020-10-19,53.34394904,11.94267516,1.592356688,10.35031847,3.98089172,2512,0.223880597,81.21019108,0,0,1
328,18.10.2020,Opening Ceremony,Speech at the Şırnak Mass Opening Ceremony,PresSpeech329.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122410/sirnak-toplu-acilis-toreni-nde-yaptiklari-konusma,,2020-10-18,64.97386109,9.708737864,11.57580284,2.240477969,0.0,2678,0.149425287,88.49887976,1,0,1
330,15.10.2020,Opening Ceremony,Speech at the Opening Ceremony of the 2020-2021 Higher Education Academic Year,PresSpeech331.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122373/2020-2021-yuksekogretim-akademik-yili-acilis-toreni-nde-yaptiklari-konusma-,,2020-10-15,51.78750418,9.689274975,3.341129302,8.018710324,1.002338791,2993,0.187096774,73.83895757,1,0,1
332,06.10.2020,Opening Ceremony,Joint Press Conference with TRNC Prime Minister Ersin Tatar and their Speech at the Opening Ceremony of the Line Carrying Water to TRNC,PresSpeech333.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122312/kktc-basbakani-ersin-tatar-ile-ortak-basin-toplantisi-ve-kktc-ye-su-tasiyan-hattin-acilis-toreni-nde-yaptiklari-konusma-,,2020-10-06,31.43712575,5.239520958,0.748502994,11.9760479,2.245508982,1336,0.166666667,51.64670659,1,0,1
334,05.10.2020,Speech After the Cabinet Meeting,Speech After the Cabinet Meeting,PresSpeech335.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122282/kabine-toplantisinin-ardindan-yaptiklari-konusma,,2020-10-05,50.08891523,2.37107291,0.592768228,9.484291642,0.0,3374,0.047337278,62.53704801,1,0,1
335,03.10.2020,Opening Ceremony,"Speech at the Opening Ceremony of Reyhanlı Dam, Afrin Stream Davutlar Regulator and Derivation Channel, Tahtaköprü Dam Upgrade and Hatay Drinking Water Treatment Plant",PresSpeech336.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122266/reyhanli-baraji-afrin-cayi-davutlar-regulatoru-ve-derivasyon-kanali-tahtakopru-baraji-yukseltilmesi-ile-hatay-icme-suyu-aritma-tesisi-acilis-toreni-nde-yaptiklari-konusma,,2020-10-03,47.3494596,4.632012352,1.544004117,5.66134843,0.0,1943,0.097826087,59.1868245,1,0,1
336,02.10.2020,Opening Ceremony,Speech Delivered at the Opening Ceremony of Konya City Hospital,PresSpeech337.txt,PresSpeeches,https://www.tccb.gov.tr/konusmalar/353/122236/konya-sehir-hastanesi-acilis-toreni-nde-yaptiklari-konusma,,2020-10-02,58.1257414,5.931198102,4.744958482,4.151838671,2.372479241,3372,0.102040816,75.3262159,1,0,1
